,id
538,NLB_429283928EDR_F0120000NCAM00266M1
539,NLB_429284274EDR_F0120000NCAM00267M1
540,NLB_429543496EDR_F0120244NCAM00268M1
541,NLB_429543520EDR_F0120244NCAM00268M1
542,NLB_429543544EDR_F0120244NCAM00268M1
543,NLB_429543568EDR_F0120244NCAM00268M1
544,NLB_429543912EDR_F0120244NCAM00269M1
545,NLB_429725224EDR_F0120560NCAM00270M1
546,NLB_429725255EDR_F0120560NCAM00270M1
547,NLB_429725286EDR_F0120560NCAM00270M1
548,NLB_429725310EDR_F0120560NCAM00270M1
549,NLB_429725663EDR_F0120560NCAM00271M1
550,NLB_429901577EDR_F0120690NCAM00272M1
551,NLB_429901608EDR_F0120690NCAM00272M1
552,NLB_429901632EDR_F0120690NCAM00272M1
553,NLB_429901656EDR_F0120690NCAM00272M1
554,NLB_429902006EDR_F0120690NCAM00273M1
555,NLB_430259972EDR_F0130000NCAM00274M1
556,NLB_430260004EDR_F0130000NCAM00274M1
557,NLB_430260035EDR_F0130000NCAM00274M1
558,NLB_430260059EDR_F0130000NCAM00274M1
559,NLB_430260090EDR_F0130000NCAM00274M1
560,NLB_430346121EDR_F0130292NCAM00276M1
561,NLB_430346152EDR_F0130292NCAM00276M1
562,NLB_430346183EDR_F0130292NCAM00276M1
563,NLB_430346207EDR_F0130292NCAM00276M1
564,NLB_430346231EDR_F0130292NCAM00276M1
565,NLB_430435343EDR_F0130974NCAM00278M1
566,NLB_430435375EDR_F0130974NCAM00278M1
567,NLB_430435407EDR_F0130974NCAM00278M1
568,NLB_430439020EDR_F0130974NCAM00279M1
569,NLB_430439051EDR_F0130974NCAM00279M1
570,NLB_430521737EDR_F0140000NCAM00280M1
571,NLB_430521768EDR_F0140000NCAM00280M1
572,NLB_430521799EDR_F0140000NCAM00280M1
573,NLB_430522373EDR_F0140000NCAM00281M1
574,NLB_430522397EDR_F0140000NCAM00281M1
575,NLB_430522427EDR_F0140000NCAM00281M1
576,NLB_430615949EDR_F0140000NCAM00203M1
577,NLB_430701475EDR_F0140156NCAM00283M1
578,NLB_430701506EDR_F0140156NCAM00283M1
579,NLB_430701537EDR_F0140156NCAM00283M1
580,NLB_430702234EDR_F0140156NCAM00284M1
581,NLB_430702265EDR_F0140156NCAM00284M1
582,NLB_430878183EDR_F0140454NCAM00285M1
583,NLB_430878214EDR_F0140454NCAM00285M1
584,NLB_430878245EDR_F0140454NCAM00285M1
585,NLB_430878269EDR_F0140454NCAM00285M1
586,NLB_430878470EDR_F0140454NCAM00286M1
587,NLB_430966538EDR_F0140800NCAM00268M1
588,NLB_430966569EDR_F0140800NCAM00268M1
589,NLB_430966601EDR_F0140800NCAM00268M1
590,NLB_430966625EDR_F0140800NCAM00268M1
591,NLB_430966826EDR_F0140800NCAM00269M1
592,NLB_431052632EDR_F0141132NCAM00268M1
593,NLB_431052664EDR_F0141132NCAM00268M1
594,NLB_431052687EDR_F0141132NCAM00268M1
595,NLB_431052711EDR_F0141132NCAM00268M1
596,NLB_431053059EDR_F0141132NCAM00269M1
597,NLB_431053091EDR_F0141132NCAM00269M1
598,NLB_431053818EDR_F0141132NCAM00288M1
599,NLB_431053843EDR_F0141132NCAM00288M1
600,NLB_431053867EDR_F0141132NCAM00288M1
601,NLB_431053898EDR_F0141132NCAM00288M1
602,NLB_431135589EDR_F0141132NCAM00289M1
603,NLB_431140888EDR_F0141262NCAM00270M1
604,NLB_431140919EDR_F0141262NCAM00270M1
605,NLB_431140943EDR_F0141262NCAM00270M1
606,NLB_431223235EDR_F0141262NCAM07812M1
607,NLB_431223267EDR_F0141262NCAM07812M1
608,NLB_431684503EDR_F0150998NCAM00292M1
609,NLB_431684535EDR_F0150998NCAM00292M1
610,NLB_431684567EDR_F0150998NCAM00292M1
611,NLB_431684779EDR_F0150998NCAM00293M1
612,NLB_431684810EDR_F0150998NCAM00293M1
613,NLB_431934467EDR_F0151106NCAM01054M1
614,NLB_431951988EDR_F0151230NCAM00294M1
615,NLB_431952019EDR_F0151230NCAM00294M1
616,NLB_431952051EDR_F0151230NCAM00294M1
617,NLB_431952082EDR_F0151230NCAM00294M1
618,NLB_431952113EDR_F0151230NCAM00294M1
619,NLB_432119090EDR_F0151458NCAM00296M1
620,NLB_432125318EDR_F0160000NCAM00297M1
621,NLB_432125349EDR_F0160000NCAM00297M1
622,NLB_432125381EDR_F0160000NCAM00297M1
623,NLB_432129675EDR_F0160000NCAM00298M1
624,NLB_432129706EDR_F0160000NCAM00298M1
625,NLB_432297008EDR_F0160050NCAM00299M1
626,NLB_432297039EDR_F0160050NCAM00299M1
627,NLB_432297070EDR_F0160050NCAM00299M1
628,NLB_432297101EDR_F0160050NCAM00299M1
629,NLB_432297281EDR_F0160050NCAM00393M1
630,NLB_432655238EDR_F0160148NCAM00394M1
631,NLB_432655269EDR_F0160148NCAM00394M1
632,NLB_432655293EDR_F0160148NCAM00394M1
633,NLB_432655769EDR_F0160148NCAM00395M1
634,NLB_432731575EDR_F0160148NCAM00322M1
635,NLB_432737142EDR_F0160148NCAM00322M1
636,NLB_432742785EDR_F0160148NCAM00322M1
637,NLB_432748523EDR_F0160148NCAM00322M1
638,NLB_432752568EDR_F0160148NCAM00322M1
639,NLB_433178551EDR_F0160328NCAM00397M1
640,NLB_433178576EDR_F0160328NCAM00397M1
641,NLB_433192509EDR_F0160328NCAM00398M1
642,NLB_433192541EDR_F0160328NCAM00398M1
643,NLB_433192571EDR_F0160328NCAM00398M1
644,NLB_433192603EDR_F0160328NCAM00398M1
645,NLB_433279082EDR_F0161052NCAM05113M1
646,NLB_433279114EDR_F0161052NCAM05113M1
647,NLB_433279145EDR_F0161052NCAM05113M1
648,NLB_433279169EDR_F0161052NCAM00398M1
649,NLB_433279200EDR_F0161052NCAM00398M1
650,NLB_433362313EDR_F0161584NCAM00397M1
651,NLB_433362344EDR_F0161584NCAM00397M1
652,NLB_433362651EDR_F0161584NCAM00398M1
653,NLB_433362676EDR_F0161584NCAM00398M1
654,NLB_433362707EDR_F0161584NCAM00398M1
655,NLB_433362731EDR_F0161584NCAM00398M1
656,NLB_433539491EDR_F0170000NCAM05113M1
657,NLB_433539522EDR_F0170000NCAM05113M1
658,NLB_433539553EDR_F0170000NCAM05113M1
659,NLB_433718848EDR_F0170000NCAM00398M1
660,NLB_433718880EDR_F0170000NCAM00398M1
661,NLB_433817102EDR_F0170676NCAM00285M1
662,NLB_433817134EDR_F0170676NCAM00285M1
663,NLB_433817166EDR_F0170676NCAM00285M1
664,NLB_433817198EDR_F0170676NCAM00285M1
665,NLB_433817229EDR_F0170676NCAM00285M1
666,NLB_433893316EDR_F0170820NCAM00276M1
667,NLB_433893347EDR_F0170820NCAM00276M1
668,NLB_433893378EDR_F0170820NCAM00276M1
669,NLB_433893410EDR_F0170820NCAM00276M1
670,NLB_433893441EDR_F0170820NCAM00276M1
671,NLB_433902208EDR_F0170820NCAM00277M1
672,NLB_434077181EDR_F0180000NCAM00278M1
673,NLB_434077212EDR_F0180000NCAM00278M1
674,NLB_434077243EDR_F0180000NCAM00278M1
675,NLB_434077548EDR_F0180000NCAM00279M1
676,NLB_434077579EDR_F0180000NCAM00279M1
677,NLB_434163724EDR_F0180422NCAM00294M1
678,NLB_434163763EDR_F0180422NCAM00294M1
679,NLB_434163795EDR_F0180422NCAM00294M1
680,NLB_434163825EDR_F0180422NCAM00294M1
681,NLB_434427240EDR_F0180422NCAM00269M1
682,NLB_434517061EDR_F0180578NCAM00461M1
683,NLB_434517093EDR_F0180578NCAM00461M1
684,NLB_434521686EDR_F0180786NCAM00290M1
685,NLB_434521718EDR_F0180786NCAM00290M1
686,NLB_434521750EDR_F0180786NCAM00290M1
687,NLB_434526192EDR_F0180786NCAM00291M1
688,NLB_434526222EDR_F0180786NCAM00291M1
689,NLB_434703316EDR_F0190000NCAM00462M1
690,NLB_434703341EDR_F0190000NCAM00462M1
691,NLB_434703373EDR_F0190000NCAM00462M1
692,NLB_434703405EDR_F0190000NCAM00462M1
693,NLB_434703614EDR_F0190000NCAM00463M1
694,NLB_434703645EDR_F0190000NCAM00463M1
695,NLB_434968674EDR_F0190320NCAM00210M1
696,NLB_434968699EDR_F0190320NCAM00210M1
697,NLB_434968731EDR_F0190320NCAM00210M1
698,NLB_434968763EDR_F0190320NCAM00210M1
699,NLB_434969135EDR_F0190320NCAM00211M1
700,NLB_435145478EDR_F0191066NCAM00238M1
701,NLB_435145510EDR_F0191066NCAM00238M1
702,NLB_435145542EDR_F0191066NCAM00238M1
703,NLB_435145573EDR_F0191066NCAM00238M1
704,NLB_435147166EDR_F0191066NCAM00239M1
705,NLB_435323628EDR_F0200000NCAM00250M1
706,NLB_435323660EDR_F0200000NCAM00250M1
707,NLB_435323692EDR_F0200000NCAM00250M1
708,NLB_435323724EDR_F0200000NCAM00250M1
709,NLB_435324379EDR_F0200000NCAM00251M1
710,NLB_435324410EDR_F0200000NCAM00251M1
711,NLB_435329850EDR_F0200000NCAM00203M1
712,NLB_435585454EDR_F0200256NCAM00252M1
713,NLB_435585486EDR_F0200256NCAM00252M1
714,NLB_435585517EDR_F0200256NCAM00252M1
715,NLB_435585548EDR_F0200256NCAM00252M1
716,NLB_435591958EDR_F0200256NCAM00253M1
717,NLB_435764426EDR_F0200764NCAM00278M1
718,NLB_435764457EDR_F0200764NCAM00278M1
719,NLB_435764488EDR_F0200764NCAM00278M1
720,NLB_435764844EDR_F0200764NCAM00279M1
721,NLB_435764876EDR_F0200764NCAM00279M1
722,NLB_435939282EDR_F0210000NCAM00254M1
723,NLB_435939314EDR_F0210000NCAM00254M1
724,NLB_435939346EDR_F0210000NCAM00254M1
725,NLB_435939377EDR_F0210000NCAM00254M1
726,NLB_435939401EDR_F0210000NCAM00255M1
727,NLB_435939432EDR_F0210000NCAM00255M1
728,NLB_436205486EDR_F0210636NCAM00460M1
729,NLB_436205510EDR_F0210636NCAM00460M1
730,NLB_436291634EDR_F0211028NCAM00256M1
731,NLB_436291658EDR_F0211028NCAM00256M1
732,NLB_436291689EDR_F0211028NCAM00256M1
733,NLB_436291720EDR_F0211028NCAM00256M1
734,NLB_436292063EDR_F0211028NCAM00257M1
735,NLB_436473664EDR_F0211572NCAM00464M1
736,NLB_436473696EDR_F0211572NCAM00464M1
737,NLB_436473728EDR_F0211572NCAM00464M1
738,NLB_436473759EDR_F0211572NCAM00464M1
739,NLB_436483048EDR_F0211572NCAM00203M1
740,NLB_436560164EDR_F0220000NCAM00259M1
741,NLB_436560196EDR_F0220000NCAM00259M1
742,NLB_436560228EDR_F0220000NCAM00259M1
743,NLB_436560260EDR_F0220000NCAM00259M1
744,NLB_436560291EDR_F0220000NCAM00260M1
745,NLB_436637535EDR_F0220000NCAM00322M1
746,NLB_436643951EDR_F0220000NCAM00322M1
747,NLB_436648127EDR_F0220000NCAM00322M1
748,NLB_436746190EDR_F0220000NCAM00322M1
749,NLB_436830360EDR_F0220000NCAM00322M1
750,NLB_437713299EDR_F0220484NCAM00276M1
751,NLB_437713323EDR_F0220484NCAM00276M1
752,NLB_437713354EDR_F0220484NCAM00276M1
753,NLB_437713386EDR_F0220484NCAM00276M1
754,NLB_437713417EDR_F0220484NCAM00276M1
755,NLB_437800919EDR_F0230000NCAM00261M1
756,NLB_437800944EDR_F0230000NCAM00261M1
757,NLB_437800976EDR_F0230000NCAM00261M1
758,NLB_437801007EDR_F0230000NCAM00261M1
759,NLB_437804143EDR_F0230000NCAM00262M1
760,NLB_437985933EDR_F0230616NCAM00263M1
761,NLB_437985965EDR_F0230616NCAM00263M1
762,NLB_437985997EDR_F0230616NCAM00263M1
763,NLB_437986029EDR_F0230616NCAM00263M1
764,NLB_438777984EDR_F0230890NCAM00265M1
765,NLB_438778009EDR_F0230890NCAM00265M1
766,NLB_438778040EDR_F0230890NCAM00265M1
767,NLB_438778072EDR_F0230890NCAM00265M1
768,NLB_438778563EDR_F0230890NCAM00266M1
769,NLB_438778594EDR_F0230890NCAM00266M1
770,NLB_439401481EDR_F0240192NCAM00238M1
771,NLB_439401506EDR_F0240192NCAM00238M1
772,NLB_439401537EDR_F0240192NCAM00238M1
773,NLB_439401568EDR_F0240192NCAM00238M1
774,NLB_439406869EDR_F0240192NCAM00239M1
775,NLB_439406899EDR_F0240192NCAM00239M1
776,NLB_439577189EDR_F0240312NCAM00271M1
777,NLB_439577221EDR_F0240312NCAM00271M1
778,NLB_439577246EDR_F0240312NCAM00271M1
779,NLB_439577277EDR_F0240312NCAM00271M1
780,NLB_439581735EDR_F0240312NCAM00272M1
781,NLB_439581765EDR_F0240312NCAM00272M1
782,NLB_439844477EDR_F0240366NCAM00273M1
783,NLB_439844501EDR_F0240366NCAM00273M1
784,NLB_439844533EDR_F0240366NCAM00273M1
785,NLB_439844564EDR_F0240366NCAM00273M1
786,NLB_439844595EDR_F0240366NCAM00273M1
787,NLB_440995657EDR_F0240408NCAM00250M1
788,NLB_440995681EDR_F0240408NCAM00250M1
789,NLB_440995712EDR_F0240408NCAM00250M1
790,NLB_440995743EDR_F0240408NCAM00250M1
791,NLB_440996061EDR_F0240408NCAM00251M1
792,NLB_441350309EDR_F0250000NCAM00250M1
793,NLB_441350341EDR_F0250000NCAM00250M1
794,NLB_441350372EDR_F0250000NCAM00250M1
795,NLB_441351194EDR_F0250000NCAM00251M1
796,NLB_441351218EDR_F0250000NCAM00251M1
797,NLB_442240146EDR_F0250108NCAM00385M1
798,NLB_442241582EDR_F0250154NCAM00275M1
799,NLB_442241613EDR_F0250154NCAM00275M1
800,NLB_442247880EDR_F0250154NCAM00276M1
801,NLB_442247910EDR_F0250154NCAM00276M1
802,NLB_442247941EDR_F0250154NCAM00276M1
803,NLB_442416061EDR_F0250208NCAM00385M1
804,NLB_442416981EDR_F0250242NCAM00278M1
805,NLB_442417012EDR_F0250242NCAM00278M1
806,NLB_442417037EDR_F0250242NCAM00278M1
807,NLB_442417068EDR_F0250242NCAM00278M1
808,NLB_442417462EDR_F0250242NCAM00280M1
809,NLB_442417493EDR_F0250242NCAM00280M1
810,NLB_442512923EDR_F0250242NCAM00203M1
811,NLB_442857135EDR_F0250480NCAM00385M1
812,NLB_442858150EDR_F0250510NCAM00283M1
813,NLB_442858182EDR_F0250510NCAM00283M1
814,NLB_442858206EDR_F0250510NCAM00283M1
815,NLB_442858643EDR_F0250510NCAM00284M1
816,NLB_442858675EDR_F0250510NCAM00284M1
817,NLB_443037595EDR_F0250540NCAM00283M1
818,NLB_443037626EDR_F0250540NCAM00283M1
819,NLB_443037657EDR_F0250540NCAM00283M1
820,NLB_443125084EDR_F0250540NCAM00273M1
821,NLB_443125115EDR_F0250540NCAM00273M1
822,NLB_443125146EDR_F0250540NCAM00273M1
823,NLB_443125178EDR_F0250540NCAM00273M1
824,NLB_443125209EDR_F0250540NCAM00273M1
825,NLB_443213188EDR_F0250702NCAM00385M1
826,NLB_443214506EDR_F0250750NCAM00273M1
827,NLB_443214531EDR_F0250750NCAM00273M1
828,NLB_443214563EDR_F0250750NCAM00273M1
829,NLB_443214595EDR_F0250750NCAM00273M1
830,NLB_443215042EDR_F0250750NCAM00274M1
831,NLB_443312920EDR_F0250750NCAM00206M1
832,NLB_443477780EDR_F0250840NCAM00385M1
833,NLB_443478917EDR_F0250886NCAM00258M1
834,NLB_443478948EDR_F0250886NCAM00258M1
835,NLB_443478972EDR_F0250886NCAM00258M1
836,NLB_443479003EDR_F0250886NCAM00258M1
837,NLB_443479034EDR_F0250886NCAM00258M1
838,NLB_443567571EDR_F0251024NCAM00385M1
839,NLB_443568594EDR_F0251070NCAM00287M1
840,NLB_443568618EDR_F0251070NCAM00287M1
841,NLB_443568649EDR_F0251070NCAM00287M1
842,NLB_443569095EDR_F0251070NCAM00288M1
843,NLB_443569119EDR_F0251070NCAM00288M1
844,NLB_443748367EDR_F0251274NCAM00385M1
845,NLB_443749058EDR_F0251296NCAM00293M1
846,NLB_443749089EDR_F0251296NCAM00293M1
847,NLB_443749121EDR_F0251296NCAM00293M1
848,NLB_443749153EDR_F0251296NCAM00293M1
849,NLB_443749351EDR_F0251296NCAM00294M1
850,NLB_443832742EDR_F0251296NCAM00295M1
851,NLB_443832767EDR_F0251296NCAM00295M1
852,NLB_443832798EDR_F0251296NCAM00295M1
853,NLB_443833692EDR_F0251296NCAM00296M1
854,NLB_443833717EDR_F0251296NCAM00296M1
855,NLB_444012280EDR_F0251438NCAM00385M1
856,NLB_444018586EDR_F0251496NCAM00297M1
857,NLB_444018617EDR_F0251496NCAM00297M1
858,NLB_444018648EDR_F0251496NCAM00297M1
859,NLB_444018679EDR_F0251496NCAM00297M1
860,NLB_444019529EDR_F0251496NCAM00298M1
861,NLB_444194407EDR_F0251562NCAM00385M1
862,NLB_444195861EDR_F0251638NCAM00299M1
863,NLB_444195892EDR_F0251638NCAM00299M1
864,NLB_444195923EDR_F0251638NCAM00299M1
865,NLB_444195954EDR_F0251638NCAM00299M1
866,NLB_444200454EDR_F0251638NCAM00250M1
867,NLB_444281406EDR_F0251836NCAM00385M1
868,NLB_444283070EDR_F0260000NCAM00251M1
869,NLB_444283095EDR_F0260000NCAM00251M1
870,NLB_444283128EDR_F0260000NCAM00251M1
871,NLB_444283159EDR_F0260000NCAM00251M1
872,NLB_444283183EDR_F0260000NCAM00251M1
873,NLB_444366452EDR_F0260084NCAM00384M1
874,NLB_444368667EDR_F0260168NCAM00253M1
875,NLB_444368691EDR_F0260168NCAM00253M1
876,NLB_444368724EDR_F0260168NCAM00253M1
877,NLB_444368756EDR_F0260168NCAM00253M1
878,NLB_444375373EDR_F0260184NCAM00254M1
879,NLB_444458892EDR_F0260184NCAM00255M1
880,NLB_444458924EDR_F0260184NCAM00255M1
881,NLB_444458956EDR_F0260184NCAM00255M1
882,NLB_444458987EDR_F0260184NCAM00255M1
883,NLB_444726426EDR_F0260208NCAM00256M1
884,NLB_444726458EDR_F0260208NCAM00256M1
885,NLB_444726490EDR_F0260208NCAM00256M1
886,NLB_444726521EDR_F0260208NCAM00256M1
887,NLB_444808841EDR_F0260292NCAM00258M1
888,NLB_444808866EDR_F0260292NCAM00258M1
889,NLB_444808898EDR_F0260292NCAM00258M1
890,NLB_444809655EDR_F0260292NCAM00259M1
891,NLB_444809686EDR_F0260292NCAM00259M1
892,NLB_444809722EDR_F0260292NCAM00259M1
893,NLB_444990788EDR_F0260366NCAM00262M1
894,NLB_444990819EDR_F0260366NCAM00262M1
895,NLB_444990850EDR_F0260366NCAM00262M1
896,NLB_444990881EDR_F0260366NCAM00262M1
897,NLB_444991084EDR_F0260366NCAM00263M1
898,NLB_444991108EDR_F0260366NCAM00263M1
899,NLB_445260021EDR_F0260666NCAM00385M1
900,NLB_445264104EDR_F0260708NCAM00264M1
901,NLB_445264136EDR_F0260708NCAM00264M1
902,NLB_445264168EDR_F0260708NCAM00264M1
903,NLB_445264198EDR_F0260708NCAM00264M1
904,NLB_445264229EDR_F0260708NCAM00264M1
905,NLB_445439115EDR_F0261050NCAM00385M1
906,NLB_445439965EDR_F0261102NCAM00251M1
907,NLB_445439996EDR_F0261102NCAM00251M1
908,NLB_445440028EDR_F0261102NCAM00251M1
909,NLB_445440060EDR_F0261102NCAM00251M1
910,NLB_445440091EDR_F0261102NCAM00251M1
911,NLB_445615120EDR_F0261228NCAM00385M1
912,NLB_445615940EDR_F0261274NCAM00266M1
913,NLB_445615972EDR_F0261274NCAM00266M1
914,NLB_445616004EDR_F0261274NCAM00266M1
915,NLB_445616035EDR_F0261274NCAM00266M1
916,NLB_445699671EDR_F0261274NCAM00267M1
917,NLB_445879520EDR_F0261418NCAM00385M1
918,NLB_445883962EDR_F0270000NCAM00266M1
919,NLB_445883994EDR_F0270000NCAM00266M1
920,NLB_445884026EDR_F0270000NCAM00266M1
921,NLB_445884057EDR_F0270000NCAM00266M1
922,NLB_445884610EDR_F0270000NCAM00267M1
923,NLB_445884641EDR_F0270000NCAM00267M1
924,NLB_445970945EDR_F0270024NCAM00268M1
925,NLB_445970977EDR_F0270024NCAM00268M1
926,NLB_445971008EDR_F0270024NCAM00268M1
927,NLB_445971039EDR_F0270024NCAM00268M1
928,NLB_446057675EDR_F0270520NCAM00269M1
929,NLB_446057707EDR_F0270520NCAM00269M1
930,NLB_446057739EDR_F0270520NCAM00269M1
931,NLB_446057771EDR_F0270520NCAM00269M1
932,NLB_446058980EDR_F0270520NCAM00270M1
933,NLB_446143976EDR_F0270802NCAM00477M1
934,NLB_446144001EDR_F0270802NCAM00477M1
935,NLB_446144025EDR_F0270802NCAM00477M1
936,NLB_446144059EDR_F0270802NCAM00477M1
937,NLB_446146654EDR_F0270968NCAM00271M1
938,NLB_446146685EDR_F0270968NCAM00271M1
939,NLB_446146717EDR_F0270968NCAM00271M1
940,NLB_446146750EDR_F0270968NCAM00271M1
941,NLB_446148110EDR_F0270968NCAM00272M1
942,NLB_446240359EDR_F0271004NCAM00273M1
943,NLB_446240391EDR_F0271004NCAM00273M1
944,NLB_446240424EDR_F0271004NCAM00273M1
945,NLB_446240455EDR_F0271004NCAM00273M1
946,NLB_446240487EDR_F0271004NCAM00273M1
947,NLB_446322782EDR_F0271124NCAM00275M1
948,NLB_446322814EDR_F0271124NCAM00275M1
949,NLB_446322839EDR_F0271124NCAM00275M1
950,NLB_446411594EDR_F0271124NCAM00277M1
951,NLB_446411626EDR_F0271124NCAM00277M1
952,NLB_446499044EDR_F0271460NCAM00385M1
953,NLB_446500257EDR_F0280000NCAM00278M1
954,NLB_446501152EDR_F0280000NCAM00279M1
955,NLB_446501183EDR_F0280000NCAM00279M1
956,NLB_446501215EDR_F0280000NCAM00279M1
957,NLB_446501246EDR_F0280000NCAM00279M1
958,NLB_446590761EDR_F0280240NCAM00385M1
959,NLB_446591459EDR_F0280264NCAM00280M1
960,NLB_446591491EDR_F0280264NCAM00280M1
961,NLB_446597152EDR_F0280264NCAM00281M1
962,NLB_446597184EDR_F0280264NCAM00281M1
963,NLB_446597215EDR_F0280264NCAM00281M1
964,NLB_446679373EDR_F0280298NCAM00282M1
965,NLB_446679404EDR_F0280298NCAM00282M1
966,NLB_446768040EDR_F0280592NCAM00385M1
967,NLB_446772285EDR_F0280634NCAM00283M1
968,NLB_446772317EDR_F0280634NCAM00283M1
969,NLB_446772349EDR_F0280634NCAM00283M1
970,NLB_447122442EDR_F0280914NCAM00284M1
971,NLB_447122467EDR_F0280914NCAM00284M1
972,NLB_447207074EDR_F0280914NCAM00279M1
973,NLB_447207106EDR_F0280914NCAM00279M1
974,NLB_447207138EDR_F0280914NCAM00279M1
975,NLB_447210155EDR_F0281076NCAM00385M1
976,NLB_447210179EDR_F0281076NCAM00385M1
977,NLB_447211054EDR_F0281122NCAM00285M1
978,NLB_447211079EDR_F0281122NCAM00285M1
979,NLB_447211111EDR_F0281122NCAM00285M1
980,NLB_447211534EDR_F0281122NCAM00286M1
981,NLB_447211565EDR_F0281122NCAM00286M1
982,NLB_447298040EDR_F0281296NCAM00379M1
983,NLB_447299004EDR_F0281350NCAM00293M1
984,NLB_447299036EDR_F0281350NCAM00293M1
985,NLB_447299068EDR_F0281350NCAM00293M1
986,NLB_447303992EDR_F0281350NCAM00287M1
987,NLB_447304023EDR_F0281350NCAM00287M1
988,NLB_447387136EDR_F0281374NCAM00288M1
989,NLB_447387167EDR_F0281374NCAM00288M1
990,NLB_447473050EDR_F0281482NCAM00385M1
991,NLB_447480171EDR_F0290000NCAM00290M1
992,NLB_447480202EDR_F0290000NCAM00290M1
993,NLB_447480233EDR_F0290000NCAM00290M1
994,NLB_447480264EDR_F0290000NCAM00290M1
995,NLB_447480296EDR_F0290000NCAM00290M1
996,NLB_447567323EDR_F0290252NCAM00380M1
997,NLB_447568229EDR_F0290298NCAM00291M1
998,NLB_447568261EDR_F0290298NCAM00291M1
999,NLB_447568296EDR_F0290298NCAM00291M1
1000,NLB_447573604EDR_F0290298NCAM00292M1
1001,NLB_447573634EDR_F0290298NCAM00292M1
1002,NLB_447649680EDR_F0290490NCAM00380M1
1003,NLB_447650474EDR_F0290536NCAM00293M1
1004,NLB_447650499EDR_F0290536NCAM00293M1
1005,NLB_447650524EDR_F0290536NCAM00293M1
1006,NLB_447650555EDR_F0290536NCAM00293M1
1007,NLB_447650579EDR_F0290536NCAM00293M1
1008,NLB_447920525EDR_F0291020NCAM00295M1
1009,NLB_447920556EDR_F0291020NCAM00295M1
1010,NLB_447920587EDR_F0291020NCAM00295M1
1011,NLB_447921969EDR_F0291020NCAM00296M1
1012,NLB_447922000EDR_F0291020NCAM00296M1
1013,NLB_448017920EDR_F0300000NCAM00298M1
1014,NLB_448017951EDR_F0300000NCAM00298M1
1015,NLB_448017983EDR_F0300000NCAM00298M1
1016,NLB_448018021EDR_F0300000NCAM00298M1
1017,NLB_448018052EDR_F0300000NCAM00298M1
1018,NLB_448018083EDR_F0300000NCAM00298M1
1019,NLB_448456501EDR_F0300700NCAM00385M1
1020,NLB_448457285EDR_F0300740NCAM00251M1
1021,NLB_448457316EDR_F0300740NCAM00251M1
1022,NLB_448457348EDR_F0300740NCAM00251M1
1023,NLB_448462429EDR_F0300740NCAM00252M1
1024,NLB_448462459EDR_F0300740NCAM00252M1
1025,NLB_448627943EDR_F0300740NCAM00255M1
1026,NLB_448627967EDR_F0300740NCAM00255M1
1027,NLB_448627998EDR_F0300740NCAM00255M1
1028,NLB_448628029EDR_F0300740NCAM00255M1
1029,NLB_448901467EDR_F0300740NCAM00256M1
1030,NLB_448901498EDR_F0300740NCAM00256M1
1031,NLB_448901529EDR_F0300740NCAM00256M1
1032,NLB_448901560EDR_F0300740NCAM00256M1
1033,NLB_448901591EDR_F0300740NCAM00256M1
1034,NLB_449076088EDR_F0300786NCAM00256M1
1035,NLB_449076112EDR_F0300786NCAM00256M1
1036,NLB_449076143EDR_F0300786NCAM00256M1
1037,NLB_449076174EDR_F0300786NCAM00256M1
1038,NLB_449076205EDR_F0300786NCAM00256M1
1039,NLB_449076229EDR_F0300786NCAM00256M1
1040,NLB_449520536EDR_F0300820NCAM00257M1
1041,NLB_449520568EDR_F0300820NCAM00257M1
1042,NLB_449520592EDR_F0300820NCAM00258M1
1043,NLB_449520623EDR_F0300820NCAM00258M1
1044,NLB_449520654EDR_F0300820NCAM00258M1
1045,NLB_449520685EDR_F0300820NCAM00258M1
1046,NLB_449607454EDR_F0300910NCAM00385M1
1047,NLB_449607933EDR_F0300938NCAM00259M1
1048,NLB_449607965EDR_F0300938NCAM00259M1
1049,NLB_449608004EDR_F0300938NCAM00259M1
1050,NLB_449613426EDR_F0300938NCAM00260M1
1051,NLB_449613458EDR_F0300938NCAM00260M1
1052,NLB_449694391EDR_F0301254NCAM00251M1
1053,NLB_449694415EDR_F0301254NCAM00251M1
1054,NLB_449694446EDR_F0301254NCAM00251M1
1055,NLB_449694478EDR_F0301254NCAM00251M1
1056,NLB_449700817EDR_F0301254NCAM00252M1
1057,NLB_449782044EDR_F0301338NCAM00386M1
1058,NLB_449782075EDR_F0301338NCAM00386M1
1059,NLB_449788109EDR_F0310000NCAM00261M1
1060,NLB_449788141EDR_F0310000NCAM00261M1
1061,NLB_449790582EDR_F0310000NCAM00262M1
1062,NLB_449790613EDR_F0310000NCAM00262M1
1063,NLB_449790644EDR_F0310000NCAM00262M1
1064,NLB_450135283EDR_F0310072NCAM00481M1
1065,NLB_450136733EDR_F0310108NCAM00482M1
1066,NLB_450136764EDR_F0310108NCAM00482M1
1067,NLB_450138058EDR_F0310144NCAM00483M1
1068,NLB_450138088EDR_F0310144NCAM00483M1
1069,NLB_450139329EDR_F0310174NCAM00484M1
1070,NLB_450139353EDR_F0310174NCAM00484M1
1071,NLB_450139382EDR_F0310174NCAM00484M1
1072,NLB_450139484EDR_F0310180NCAM00385M1
